id_card,name,credit_score,overdue_count_12m,credit_query_count_3m,multi_head_loan_count,multi_head_loan_total_amount,device_is_virtual,ip_is_proxy,device_change_count_30d,invalid_field
510106197505240244,模拟用户244,445,3,3,7,121361,0,0,2,
510106200201110245,模拟用户245,461,2,2,2,181649,0,0,1,
510106199110280246,模拟用户246,554,2,2,0,250449,0,0,4,garbage
510106199001070247,模拟用户247,708,3,4,6,477377,0,0,3,
510106198604090248,模拟用户248,610,2,2,6,245847,1,1,3,
510106198906220249,模拟用户249,477,2,7,5,268667,0,0,2,
510106199708170250,模拟用户250,626,3,8,7,105723,0,0,2,
510106197601130251,模拟用户251,344,2,7,7,139133,0,0,2,
510106199907190252,模拟用户252,715,2,7,1,477397,0,0,1,
510106198801130253,模拟用户253,675,1,1,1,380041,0,0,2,
510106199808190254,模拟用户254,576,2,2,2,69123,0,0,4,
510106198701140255,模拟用户255,609,1,1,7,285291,0,0,2,
510106197106280256,模拟用户256,540,0,0,4,116712,0,0,2,
510106199906190257,模拟用户257,773,3,4,4,386154,0,0,2,garbage
510106197301080258,模拟用户258,850,1,6,4,371380,0,0,1,
510106199807070259,模拟用户259,635,3,4,6,380791,0,0,3,
510106197210100260,模拟用户260,415,1,6,2,77511,0,0,2,
510106198802280261,模拟用户261,715,3,3,5,461537,0,0,3,garbage
510106200207230262,模拟用户262,694,1,1,3,54362,0,0,2,
510106199702070263,模拟用户263,668,2,7,7,24624,0,0,3,
510106199808010264,模拟用户264,465,3,4,4,407332,0,0,3,
510106197208230265,模拟用户265,315,0,0,0,32930,0,0,1,
510106197706250266,模拟用户266,674,3,8,4,248550,0,0,2,
510106197203010267,模拟用户267,427,3,3,7,164404,0,0,4,garbage
510106199708020268,模拟用户268,523,0,0,6,328030,0,0,2,
510106200408140269,模拟用户269,302,0,0,2,196106,0,0,3,
510106200108140270,模拟用户270,401,3,4,0,441507,0,1,1,
510106198504200271,模拟用户271,711,3,4,6,323864,0,0,3,
510106199007160272,模拟用户272,425,0,5,5,205380,0,0,2,
510106198707100273,模拟用户273,801,3,8,0,413166,0,0,2,
510106197601230274,模拟用户274,645,3,4,0,375833,0,0,3,
510106199003160275,模拟用户275,558,2,7,1,365406,0,0,1,
510106198804280276,模拟用户276,389,3,8,3,86373,0,0,1,
510106198702010277,模拟用户277,785,3,8,6,471410,0,0,4,
510106197404110278,模拟用户278,330,0,0,0,311900,1,1,2,
510106197103230279,模拟用户279,383,3,4,0,181062,0,0,4,
510106198104050280,模拟用户280,458,0,0,0,441848,1,1,4,
510106199909020281,模拟用户281,519,3,8,6,222428,0,0,4,
510106200404260282,模拟用户282,836,1,1,5,369792,0,0,1,
510106199112240283,模拟用户283,305,3,8,5,164404,0,0,3,
510106198610240284,模拟用户284,703,2,2,6,9583,0,0,3,
510106199201180285,模拟用户285,777,1,1,7,466690,0,0,4,
510106198609080286,模拟用户286,835,1,1,7,50711,0,0,4,
510106197109070287,模拟用户287,506,2,7,7,243466,0,0,4,
510106197806220288,模拟用户288,693,2,2,4,189921,0,0,3,
510106197310260289,模拟用户289,558,3,8,3,362544,0,0,3,garbage
510106199802230290,模拟用户290,754,3,3,3,10737,0,1,1,
510106198006180291,模拟用户291,846,0,5,5,296952,0,0,3,
510106199010040292,模拟用户292,606,3,4,0,1132,0,0,4,garbage
510106200301050293,模拟用户293,480,0,5,1,443855,0,0,1,
510106199406260294,模拟用户294,858,1,1,1,336473,0,0,3,
510106198107210295,模拟用户295,860,2,2,6,22259,0,0,3,
510106199105270296,模拟用户296,813,3,8,0,256210,0,0,4,
510106200006270297,模拟用户297,311,3,4,2,191824,0,0,3,garbage
510106200312130298,模拟用户298,661,0,5,5,127904,0,0,2,
510106197610130299,模拟用户299,413,3,4,6,203141,0,0,1,
510106198610210300,模拟用户300,740,3,3,3,322790,0,0,2,
510106199710140301,模拟用户301,728,1,6,0,31673,0,0,1,
510106197112220302,模拟用户302,761,3,8,4,443443,0,0,4,
510106197003210303,模拟用户303,856,3,8,7,140319,0,0,4,
510106199505110304,模拟用户304,552,2,7,7,78209,0,0,3,garbage
510106198004170305,模拟用户305,610,3,4,0,423553,0,1,3,
510106200406020306,模拟用户306,880,3,8,7,375595,0,0,1,
510106199306220307,模拟用户307,370,2,2,2,40502,0,0,1,
510106197408010308,模拟用户308,487,3,8,3,43723,0,0,3,
510106198903030309,模拟用户309,896,3,4,6,492467,0,0,2,
510106198611130310,模拟用户310,680,3,3,3,75361,0,0,4,
510106200309260311,模拟用户311,627,3,8,2,258970,0,0,3,
510106197105090312,模拟用户312,466,1,1,7,40736,0,0,3,
510106197808170313,模拟用户313,823,3,3,7,432859,0,0,1,
510106197009110314,模拟用户314,711,3,8,3,375574,0,0,1,
510106199407030315,模拟用户315,850,2,2,2,419503,0,0,1,
510106197202050316,模拟用户316,405,3,8,3,231322,0,0,1,
510106199906020317,模拟用户317,485,3,8,3,342165,0,0,4,
510106198103050318,模拟用户318,862,2,2,2,381382,0,0,1,
510106198610250319,模拟用户319,550,3,8,0,166963,0,0,3,
510106198108190320,模拟用户320,430,2,2,6,269754,0,0,1,
510106197705170321,模拟用户321,628,1,1,5,348292,0,0,4,garbage
510106199205220322,模拟用户322,874,1,1,7,57676,0,0,4,
510106198506080323,模拟用户323,655,0,5,5,193709,0,0,4,garbage
510106199402250324,模拟用户324,491,3,4,0,249495,0,0,3,
510106198111260325,模拟用户325,494,2,7,1,339711,0,0,3,
510106199510160326,模拟用户326,692,3,8,3,488596,0,0,2,
510106197601230327,模拟用户327,855,3,8,2,306604,0,0,4,
510106199505220328,模拟用户328,547,0,0,0,150685,0,0,1,
510106197605070329,模拟用户329,722,3,3,5,170203,0,0,2,
510106197803160330,模拟用户330,301,0,5,7,110100,0,0,1,
510106197702270331,模拟用户331,337,0,5,7,402968,0,0,2,
510106199202200332,模拟用户332,812,2,7,5,344076,0,0,1,
510106200402270333,模拟用户333,560,0,0,0,107724,0,0,4,garbage
510106198608030334,模拟用户334,368,1,6,4,247541,0,0,4,
510106200303050335,模拟用户335,850,3,8,7,276735,0,0,1,
510106199507230336,模拟用户336,683,3,3,3,60091,0,0,1,
510106198408170337,模拟用户337,468,1,1,1,13265,0,0,2,
510106197306250338,模拟用户338,827,1,1,5,131025,0,0,1,
510106198202010339,模拟用户339,700,2,2,4,158698,0,0,4,
510106198510120340,模拟用户340,739,2,7,7,473533,0,0,1,garbage
510106197107030341,模拟用户341,316,2,2,4,94533,0,0,4,
510106200311230342,模拟用户342,501,3,4,2,278026,0,0,1,
510106198202030343,模拟用户343,571,3,3,5,337935,0,0,1,
510106199801210344,模拟用户344,587,3,3,3,4055,0,0,1,
510106198508120345,模拟用户345,558,0,0,6,340070,0,0,2,
510106197909070346,模拟用户346,536,3,3,7,327565,0,0,3,
510106198905010347,模拟用户347,614,1,1,5,180109,0,0,4,garbage
510106199901030348,模拟用户348,801,3,8,4,293151,0,0,1,
510106198308180349,模拟用户349,526,3,4,0,268137,0,0,4,
510106197302050350,模拟用户350,732,2,7,5,78422,0,0,3,
510106199401210351,模拟用户351,840,3,3,1,391065,0,0,4,
510106198409150352,模拟用户352,465,3,4,6,292441,0,0,2,
510106199304120353,模拟用户353,528,3,8,7,146429,0,0,3,garbage
510106197507240354,模拟用户354,759,2,2,6,238502,0,0,1,
510106199311130355,模拟用户355,314,3,3,5,83029,0,0,4,
510106200309070356,模拟用户356,368,2,7,7,254797,0,0,3,
510106197311080357,模拟用户357,542,0,0,6,59946,0,0,3,
510106198906210358,模拟用户358,698,2,7,1,366047,0,0,2,
510106197911020359,模拟用户359,625,0,5,3,27909,0,0,4,
510106199509170360,模拟用户360,346,0,5,5,385781,0,0,4,garbage
510106197208060361,模拟用户361,679,0,5,7,370644,0,0,3,garbage
510106197405220362,模拟用户362,678,1,1,3,166353,0,0,2,
510106199201090363,模拟用户363,774,1,6,4,426976,0,0,3,
510106200404260364,模拟用户364,306,3,3,1,186278,0,0,1,garbage
510106200402180365,模拟用户365,789,1,6,2,437359,0,0,1,
510106198608030366,模拟用户366,666,1,6,6,22419,0,0,4,
510106200103060367,模拟用户367,754,0,5,7,364946,0,0,2,
510106198208150368,模拟用户368,533,3,8,4,327275,0,0,3,
510106199409040369,模拟用户369,623,3,3,1,325374,0,0,2,
510106198305020370,模拟用户370,638,3,3,5,104292,0,0,2,
510106198009240371,模拟用户371,520,2,2,4,119496,0,0,4,
510106197211280372,模拟用户372,743,0,5,3,449541,0,0,4,
510106199809030373,模拟用户373,588,3,4,0,340752,0,1,1,
510106199402120374,模拟用户374,498,1,6,6,241235,0,0,2,
510106197808250375,模拟用户375,601,0,0,6,321199,0,0,1,
510106197411270376,模拟用户376,720,2,2,4,132903,0,0,1,
510106200308280377,模拟用户377,607,2,7,1,207580,0,0,1,
510106198406080378,模拟用户378,496,1,1,7,261879,0,0,4,
510106197410180379,模拟用户379,691,0,5,5,262512,0,0,2,
510106197505280380,模拟用户380,516,1,1,7,200867,0,0,3,
510106198212050381,模拟用户381,355,0,5,1,187644,0,0,4,
510106198201180382,模拟用户382,379,1,1,5,296412,0,0,1,
510106200103260383,模拟用户383,866,2,2,2,27197,0,0,2,
510106197208080384,模拟用户384,644,3,4,2,45712,0,0,2,
510106200308270385,模拟用户385,575,3,3,5,407908,0,0,4,
510106198201060386,模拟用户386,384,3,8,3,464761,0,0,4,
510106199303160387,模拟用户387,346,3,3,5,369061,0,0,3,
510106199701270388,模拟用户388,691,0,0,4,166490,1,1,4,
510106198211130389,模拟用户389,661,1,6,2,90365,0,0,4,
510106199405100390,模拟用户390,465,0,5,3,232284,0,0,4,
510106199606280391,模拟用户391,884,2,7,1,248495,0,0,3,garbage
510106197605110392,模拟用户392,726,3,3,5,180449,0,0,2,garbage
510106200007100393,模拟用户393,691,3,8,0,379635,0,0,1,
510106197911210394,模拟用户394,432,3,8,2,331065,0,0,2,
510106199907180395,模拟用户395,633,2,2,6,39601,1,1,1,
510106197112070396,模拟用户396,541,1,1,5,194672,0,0,3,
510106197111170397,模拟用户397,511,3,3,1,394283,0,0,3,
510106198608020398,模拟用户398,344,3,4,6,496058,0,0,3,
510106199303160399,模拟用户399,678,2,2,2,421153,0,0,4,
510106197503070400,模拟用户400,851,3,4,0,305745,0,0,3,
510106197909020401,模拟用户401,539,3,4,4,275375,0,0,1,
510106199712150402,模拟用户402,428,3,8,5,420628,0,0,1,
510106199905220403,模拟用户403,508,3,8,7,476102,0,0,4,
510106197304040404,模拟用户404,519,3,8,5,99862,0,0,4,
510106197311170405,模拟用户405,754,1,1,5,187934,1,1,3,
510106198106170406,模拟用户406,328,2,2,2,42406,0,0,4,
510106197906010407,模拟用户407,376,3,4,2,257320,0,0,2,garbage
510106199110240408,模拟用户408,625,3,4,2,442726,0,0,2,
510106198702140409,模拟用户409,872,3,3,5,65480,0,0,3,
510106199812040410,模拟用户410,391,3,8,5,121280,0,0,3,
510106200404120411,模拟用户411,774,1,1,5,61293,0,0,1,
510106197611010412,模拟用户412,813,3,8,4,241540,0,0,1,
510106197503110413,模拟用户413,767,2,2,4,476215,0,0,4,
510106199210020414,模拟用户414,819,0,5,3,10514,0,0,4,
510106200304170415,模拟用户415,857,2,2,4,108684,0,0,3,
510106200409070416,模拟用户416,451,0,0,2,127602,0,0,2,
510106198407110417,模拟用户417,640,2,7,5,264019,0,0,2,
510106200102150418,模拟用户418,753,2,7,3,310219,0,0,2,
510106198304220419,模拟用户419,433,0,5,7,123313,0,0,1,
510106198011030420,模拟用户420,475,0,0,2,376053,0,0,2,
510106198612240421,模拟用户421,567,3,4,6,279078,0,0,3,garbage
510106199705150422,模拟用户422,724,3,8,2,464535,0,0,2,
510106198505270423,模拟用户423,714,3,8,6,181303,0,0,4,
510106198906190424,模拟用户424,356,3,3,5,120902,0,0,4,
510106197403270425,模拟用户425,342,1,6,6,47013,0,0,2,
510106197010280426,模拟用户426,512,3,3,3,395412,0,0,2,
510106198402030427,模拟用户427,585,1,6,2,365837,0,0,4,
